,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,class
827,-2.762,1.51,-0.145,1.157,-0.256,0.0409999999999999,-0.647,-0.324,-0.128,0.8059999999999999,2
828,-1.959,2.285,-0.089,-0.262,-0.013,0.019,-0.233,-0.068,-0.268,-0.022,3
829,-2.364,3.743,-1.393,-0.361,-0.354,1.004,0.208,-0.376,-1.046,0.722,4
830,-2.577,2.449,-0.38,0.174,-0.41,0.3829999999999999,0.19,0.0969999999999999,-0.489,-0.084,5
831,-2.919,3.48,-0.823,-0.7509999999999999,-0.416,1.045,0.609,0.18,-1.172,0.123,6
832,-3.387,3.286,-0.747,-0.6990000000000001,-0.9,0.8909999999999999,0.875,0.46,-0.457,-0.636,7
833,-3.818,3.159,-0.298,-0.0579999999999999,-0.348,0.1939999999999999,0.593,0.211,0.531,-0.0139999999999999,8
834,-4.299,2.775,0.244,0.177,-0.436,0.261,-0.308,1.175,-0.2269999999999999,-1.115,9
835,-3.269,2.489,-0.76,0.352,-0.092,0.432,-0.27,0.242,-0.523,0.01,10
836,-2.852,-0.805,-0.313,1.565,0.688,1.467,-0.664,-0.916,-0.2789999999999999,0.489,0
837,-3.379,0.95,-0.06,1.47,0.5379999999999999,0.051,-0.6809999999999999,-0.098,-0.405,0.912,1
838,-2.8360000000000003,1.561,-0.076,1.229,-0.291,-0.036,-0.369,-0.3929999999999999,-0.181,0.85,2
839,-2.021,2.4930000000000003,-0.416,-0.1159999999999999,0.094,-0.033,-0.4,-0.08,-0.136,0.069,3
840,-2.411,3.85,-1.405,-0.302,-0.3979999999999999,1.069,0.216,-0.291,-1.116,1.043,4
841,-2.708,2.56,-0.439,0.324,-0.348,0.429,0.091,-0.037,-0.434,0.344,5
842,-2.883,3.576,-1.198,-0.562,-0.162,0.974,0.764,-0.03,-1.023,0.346,6
843,-3.39,3.422,-0.718,-0.667,-0.871,0.7879999999999999,0.959,0.555,-0.482,-0.7240000000000001,7
844,-3.972,3.24,-0.8290000000000001,0.069,-0.617,0.977,0.532,0.498,-0.191,-0.91,8
845,-4.513,3.08,0.068,0.05,-0.484,0.341,-0.257,1.3019999999999998,-0.517,-1.057,9
846,-3.292,2.595,-0.578,0.42,-0.233,0.391,-0.241,0.437,-0.541,-0.021,10
847,-2.527,-0.926,-0.5710000000000001,1.6130000000000002,0.628,1.229,-0.687,-0.8079999999999999,-0.354,0.625,0
848,-3.498,1.669,0.076,1.53,0.38,-0.135,-0.8140000000000001,-0.208,-0.307,1.053,1
849,-2.8510000000000004,1.412,-0.184,1.281,0.0,-0.146,-0.172,-0.419,-0.307,0.8740000000000001,2
850,-2.026,2.4330000000000003,-0.411,0.064,0.223,-0.027,-0.424,-0.009,-0.305,0.345,3
851,-2.46,3.706,-1.304,-0.3389999999999999,-0.487,1.125,0.187,-0.211,-1.068,0.944,4
852,-2.879,2.662,-0.5720000000000001,0.425,-0.248,0.213,0.176,-0.281,-0.4039999999999999,0.605,5
853,-2.818,3.685,-1.413,-0.5579999999999999,0.025,0.871,0.688,-0.144,-0.93,0.282,6
854,-3.3960000000000004,3.867,-1.029,-0.603,-0.573,0.78,1.209,0.228,-0.6729999999999999,-0.562,7
855,-3.905,3.147,-1.259,0.304,-0.216,1.055,0.578,0.353,-0.517,-0.871,8
856,-4.5680000000000005,3.344,-0.005,-0.092,-0.546,0.479,-0.168,1.186,-0.565,-1.025,9
857,-3.35,2.713,-0.472,0.4,-0.196,0.248,-0.2239999999999999,0.53,-0.358,-0.091,10
859,-4.057,1.925,0.521,1.331,0.273,-0.1669999999999999,-0.365,-0.665,-0.512,0.716,1
860,-3.097,1.385,-0.173,1.392,-0.613,-0.143,-0.0139999999999999,-0.565,-0.065,1.129,2
861,-2.931,1.85,-0.8959999999999999,0.685,-1.0,0.504,0.212,-0.276,-0.203,0.595,3
862,-2.942,2.642,-1.217,0.384,-0.994,1.467,0.134,-0.4579999999999999,-0.465,0.6459999999999999,4
863,-3.065,1.781,-0.915,0.698,0.175,0.662,-0.086,-0.361,-0.774,0.951,5
864,-3.318,3.395,-1.706,0.753,-0.214,1.431,-0.0,-0.192,-1.33,0.03,6
865,-3.747,4.267,-1.847,-0.235,0.38,0.885,-0.049,-0.258,-0.772,-0.11,7
866,-4.039,2.061,-0.727,0.888,0.302,0.413,-0.381,-0.1939999999999999,-0.614,0.41,8
867,-4.08,2.242,-0.28,1.876,0.72,-0.292,-0.537,-0.54,-0.6629999999999999,0.238,9
868,-3.483,2.628,-0.3829999999999999,0.838,0.2,0.102,-0.162,-0.547,-0.7909999999999999,1.018,10
870,-4.013,2.101,0.295,1.2919999999999998,0.45,-0.024,-0.565,-0.588,-0.3429999999999999,0.695,1
871,-2.972,1.151,-0.293,1.609,-0.7240000000000001,0.123,-0.087,-0.8009999999999999,0.04,1.07,2
872,-3.029,1.747,-0.899,0.674,-1.046,0.5579999999999999,0.204,-0.155,-0.237,0.655,3
873,-2.926,2.673,-1.242,0.396,-1.029,1.548,0.05,-0.5920000000000001,-0.331,0.595,4
874,-3.075,1.824,-0.905,0.727,0.155,0.608,-0.075,-0.377,-0.74,0.852,5
875,-3.4,3.4410000000000003,-1.805,0.8140000000000001,-0.162,1.445,-0.11,-0.499,-1.2009999999999998,-0.046,6
876,-3.797,4.314,-1.596,-0.476,0.044,0.903,0.129,-0.141,-0.6459999999999999,-0.318,7
877,-4.083,2.193,-0.492,0.695,0.251,0.423,-0.5579999999999999,-0.123,-0.53,0.376,8
878,-4.045,2.377,-0.3,2.002,0.826,-0.18,-0.768,-0.408,-0.787,0.156,9
880,-4.756,1.197,1.431,1.54,0.262,-0.2769999999999999,-0.741,0.075,-0.26,0.8759999999999999,0
881,-3.999,2.138,0.295,1.086,0.6990000000000001,-0.127,-0.634,-0.4,-0.505,0.856,1
882,-2.964,1.154,-0.373,1.511,-0.583,0.152,-0.012,-0.949,-0.054,1.16,2
883,-3.053,1.518,-0.7290000000000001,0.828,-1.211,0.499,0.326,-0.136,-0.263,0.75,3
884,-2.967,2.781,-1.277,0.354,-0.936,1.505,-0.004,-0.418,-0.56,0.725,4
885,-3.2060000000000004,1.899,-0.933,0.733,0.261,0.565,-0.225,-0.3389999999999999,-0.677,0.765,5
886,-3.492,3.446,-1.734,0.705,-0.23,1.339,0.092,-0.698,-1.143,-0.05,6
887,-3.847,4.268,-1.521,-0.465,-0.23,1.067,-0.02,0.005,-0.5770000000000001,-0.509,7
888,-4.052,2.335,-0.415,0.732,0.2339999999999999,0.426,-0.49,-0.218,-0.618,0.34,8
889,-4.001,2.2840000000000003,-0.365,2.106,1.006,-0.0279999999999999,-0.825,-0.39,-0.898,0.099,9
890,-3.446,2.44,-0.37,0.926,0.1939999999999999,0.141,-0.098,-0.557,-0.889,0.985,10
892,-3.99,2.008,0.503,0.845,0.774,-0.114,-0.6409999999999999,-0.282,-0.7340000000000001,0.877,1
893,-2.965,1.124,-0.349,1.581,-0.6659999999999999,0.125,-0.025,-0.887,-0.13,1.11,2
894,-3.055,1.4,-0.6859999999999999,0.964,-1.29,0.545,0.337,-0.299,-0.173,0.69,3
896,-3.3710000000000004,2.007,-0.919,0.843,0.221,0.541,-0.317,-0.37,-0.5,0.652,5
897,-3.554,3.386,-1.703,0.555,-0.072,1.073,0.237,-0.625,-1.067,-0.176,6
899,-3.963,2.272,-0.534,0.977,0.3289999999999999,0.514,-0.363,-0.425,-0.7120000000000001,0.41,8
901,-3.51,2.535,-0.26,0.946,-0.072,0.159,-0.1119999999999999,-0.657,-0.789,0.914,10
902,-4.754,1.329,1.09,1.765,0.217,-0.198,-0.782,-0.154,0.023,0.85,0
903,-3.966,2.003,0.391,1.034,0.659,-0.191,-0.4479999999999999,-0.397,-0.769,0.969,1
906,-2.928,2.83,-1.361,0.3229999999999999,-0.7390000000000001,1.431,0.002,-0.172,-0.939,0.607,4
907,-3.4560000000000004,2.027,-0.862,0.887,0.281,0.435,-0.307,-0.387,-0.6,0.725,5
908,-3.52,3.318,-1.867,0.691,0.263,0.8220000000000001,0.14,-0.62,-1.098,0.083,6
910,-3.857,2.133,-0.58,0.996,0.502,0.65,-0.283,-0.4679999999999999,-0.983,0.613,8
911,-4.062,2.358,-0.31,1.895,1.095,0.049,-0.87,-0.524,-0.98,-0.065,9
912,-3.591,2.78,-0.301,0.812,-0.008,-0.019,-0.268,-0.564,-0.7879999999999999,0.948,10
913,-4.687,1.152,1.089,1.915,0.201,-0.296,-0.6920000000000001,-0.105,-0.143,0.884,0
915,-3.004,1.09,-0.3279999999999999,1.652,-0.679,0.287,-0.297,-0.695,-0.145,0.71,2
916,-3.341,1.714,-0.773,0.7709999999999999,-0.976,0.625,0.078,-0.4379999999999999,-0.084,0.607,3
919,-3.57,3.41,-1.5759999999999998,0.563,0.002,0.759,0.285,-0.466,-1.409,0.586,6
920,-3.792,4.29,-1.531,-0.125,-0.312,0.624,0.324,-0.053,-0.942,-0.301,7
921,-3.862,2.109,-0.65,0.99,0.7240000000000001,0.6409999999999999,-0.293,-0.519,-1.055,0.653,8
922,-4.118,2.542,-0.2,1.616,1.106,-0.06,-0.728,-0.544,-0.912,-0.1009999999999999,9
923,-3.636,2.719,-0.178,0.665,0.099,-0.084,-0.3329999999999999,-0.362,-1.0490000000000002,0.978,10
924,-4.047,0.913,0.7340000000000001,1.479,0.258,0.206,-1.117,-0.423,-0.336,0.982,0
925,-3.811,2.123,0.278,1.5519999999999998,0.754,0.492,-0.584,-0.433,-0.988,0.652,1
926,-3.4410000000000003,1.975,-0.395,1.024,-0.052,-0.1669999999999999,-0.445,0.168,-0.684,1.04,2
927,-2.584,2.091,-1.4509999999999998,0.889,-0.4639999999999999,0.285,-0.213,-0.245,-0.138,1.206,3
928,-3.119,3.135,-1.466,-0.352,-0.023,0.752,0.143,-0.231,-0.376,0.721,4
931,-3.642,3.582,-1.031,-0.7609999999999999,0.046,1.255,0.841,0.512,-0.259,-0.447,7
932,-3.977,2.9760000000000004,0.309,-0.259,0.026,0.816,-0.317,0.492,-0.674,-0.659,8
933,-4.008,2.141,-0.18,1.041,0.688,0.7120000000000001,-0.879,-0.201,-1.0659999999999998,-0.5489999999999999,9
934,-3.451,2.257,-0.845,0.432,0.486,0.266,-0.215,0.006,-1.082,0.759,10
936,-3.709,1.665,0.138,1.551,0.975,0.923,-0.396,-0.2339999999999999,-1.154,0.736,1
937,-3.369,1.784,-0.603,1.3030000000000002,0.0069999999999999,-0.044,-0.4589999999999999,-0.012,-0.591,1.047,2
939,-3.074,3.062,-1.47,-0.379,0.233,0.789,-0.099,-0.135,-0.395,0.5720000000000001,4
940,-2.902,2.988,-1.152,0.057,-0.477,0.622,0.3379999999999999,-0.368,-0.6890000000000001,0.7929999999999999,5
941,-3.027,2.903,-0.799,-0.452,-0.503,1.044,0.679,0.483,-0.7759999999999999,-0.062,6
942,-3.634,3.589,-1.075,-0.7090000000000001,0.0579999999999999,1.051,0.878,0.627,-0.111,-0.437,7
943,-3.924,2.7260000000000004,0.414,-0.155,-0.02,0.893,-0.188,0.552,-0.507,-0.617,8
944,-4.049,2.2230000000000003,-0.076,0.928,0.6920000000000001,0.731,-0.931,-0.141,-1.087,-0.584,9
945,-3.432,2.235,-0.753,0.361,0.435,0.425,-0.193,0.012,-1.166,0.794,10
946,-3.661,0.3,0.53,1.816,0.3329999999999999,0.444,-0.858,-0.732,-0.809,0.995,0
947,-3.674,1.513,0.038,1.604,0.907,1.045,-0.166,-0.295,-1.13,0.594,1
948,-3.242,1.615,-0.8290000000000001,1.589,0.09,0.051,-0.504,-0.211,-0.513,1.005,2
949,-2.634,2.076,-1.32,0.833,-0.547,0.287,-0.173,-0.203,-0.001,0.802,3
950,-3.052,3.059,-1.668,-0.208,0.466,0.7240000000000001,-0.237,-0.175,-0.315,0.411,4
952,-3.048,2.817,-0.703,-0.396,-0.639,0.92,0.674,0.6859999999999999,-0.611,-0.053,6
953,-3.66,3.618,-1.051,-0.748,0.08,1.022,0.914,0.613,0.023,-0.4479999999999999,7
954,-3.919,2.575,0.471,-0.064,-0.042,0.88,-0.128,0.612,-0.504,-0.539,8
955,-4.093999999999999,2.499,-0.149,1.017,0.6829999999999999,0.536,-1.023,-0.127,-1.142,-0.421,9
956,-3.3960000000000004,2.257,-0.602,0.407,0.204,0.366,0.067,0.044,-1.352,0.871,10
957,-3.572,0.228,0.52,1.791,0.382,0.573,-0.961,-0.74,-0.936,1.007,0
958,-3.584,1.252,-0.062,1.646,0.787,1.134,0.096,-0.292,-1.133,0.472,1
960,-2.643,2.021,-1.265,0.759,-0.442,0.159,-0.032,-0.145,-0.1639999999999999,0.86,3
961,-3.05,3.055,-1.598,-0.12,0.144,0.757,0.119,-0.397,-0.396,0.477,4
962,-2.938,2.782,-1.111,-0.076,0.0,0.5820000000000001,0.252,-0.4,-0.773,0.838,5
963,-3.095,2.8510000000000004,-0.816,-0.396,-0.603,1.09,0.5670000000000001,0.743,-0.677,0.052,6
964,-3.706,3.627,-0.889,-0.789,-0.093,1.223,0.8140000000000001,0.563,0.062,-0.449,7
965,-3.946,2.545,0.447,-0.001,0.043,0.7879999999999999,-0.102,0.68,-0.637,-0.545,8
966,-4.145,2.739,-0.115,0.907,0.669,0.478,-1.183,-0.24,-0.887,-0.365,9
967,-3.325,2.141,-0.528,0.439,0.099,0.321,0.217,0.135,-1.388,0.746,10
968,-3.4610000000000003,0.04,0.5529999999999999,1.854,0.386,0.568,-1.003,-0.638,-1.04,1.051,0
969,-3.5460000000000003,1.064,-0.006,1.455,0.847,1.117,0.073,-0.025,-1.318,0.557,1
970,-3.32,1.5530000000000002,-0.586,1.6880000000000002,-0.262,0.392,-0.478,-0.461,-0.522,0.929,2
971,-2.71,1.943,-1.247,0.772,-0.345,0.107,-0.062,0.04,-0.322,1.018,3
972,-3.018,3.014,-1.486,-0.105,-0.131,0.929,0.226,-0.4629999999999999,-0.555,0.598,4
973,-2.904,2.741,-1.123,0.0139999999999999,0.071,0.654,0.212,-0.4539999999999999,-0.815,0.752,5
974,-3.176,2.997,-1.098,-0.371,-0.418,1.318,0.48,0.472,-0.8140000000000001,0.106,6
975,-3.743,3.629,-0.8740000000000001,-0.79,-0.312,1.759,0.679,0.565,-0.521,-0.485,7
976,-3.952,2.489,0.287,0.012,0.141,0.892,-0.087,0.613,-0.685,-0.623,8
977,-4.211,2.8110000000000004,0.016,0.799,0.514,0.496,-1.219,-0.238,-0.7979999999999999,-0.392,9
978,-3.309,2.256,-0.615,0.365,0.251,0.439,0.011,0.119,-1.219,0.695,10
980,-3.62,1.0659999999999998,0.158,1.393,0.879,1.02,-0.09,0.087,-1.3330000000000002,0.585,1
981,-3.468,1.81,-0.39,1.55,-0.084,-0.008,-0.482,-0.231,-0.7240000000000001,0.967,2
982,-2.795,1.957,-1.259,0.79,-0.2739999999999999,0.078,-0.114,0.005,-0.309,1.142,3
983,-3.002,2.944,-1.379,-0.188,-0.131,0.957,0.346,-0.392,-0.711,0.617,4
984,-2.924,2.7310000000000003,-1.138,0.066,0.1,0.6829999999999999,0.162,-0.3989999999999999,-0.882,0.8270000000000001,5
985,-3.239,3.083,-1.4269999999999998,-0.2019999999999999,-0.282,1.421,0.5760000000000001,0.068,-0.914,0.147,6
988,-4.263999999999999,2.925,0.065,0.794,0.3229999999999999,0.515,-1.2819999999999998,-0.14,-0.863,-0.39,9
989,-3.2910000000000004,2.324,-0.679,0.285,0.441,0.557,-0.2269999999999999,0.115,-1.046,0.6970000000000001,10
